fec_id,crp_id,crp_candidate_name,gender,party,crpico,office,race,opponent_name,opponent_fecid,crp_current_candidate,crp_cyclecand,crp_primary_results,last_name,first_name,middle_name,suffix,nickname,vs_candname,vs_filename,face_url,vs_canddetails,vs_filesize,birthday,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
S0SD00070,N00045593,Dan Ahlers,M,D,C,SDS2,Senate,"['Mike Rounds', 'Clayton Walker']","['S4SD00049', 'S4SD00114']",Y,Y,W,Dan,Ahlers,,,,Dan Ahlers,USS_SD_DAN_AHLERS.jpg,https://static.votesmart.org/static/canphoto/69183.jpg,"
                Dan Ahlers

                (Lost)

                Democratic
",3680.0,,,,,,,,,,,,,,,,,,,,,
H0AZ01408,N00045602,Nolan Reidhead,M,R,C,AZ01,House,"[""Tom O'Halleran"", 'Tiffany Shedd']","['H6AZ01199', 'H8AZ01237']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/NolanReidhead.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0MI08133,N00045608,Mike Detmer,M,R,C,MI08,House,"['Elissa Slotkin', 'Paul Junge', 'Kristina Lyke']","['H8MI08102', 'H0MI08141', 'H0MI08158']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/80182230_20190120_125012.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0NJ12204,N00045609,Mark Razzoli,M,R,C,NJ12,House,"['Bonnie Coleman', 'Stan Koshy']","['H4NJ12149', 'H0NJ12188']",Y,Y,W,,,,,,Mark Razzoli,USH_NJ_MARK_RAZZOLI.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MarkRazzoli-min.PNG,"
                Mark Razzoli

                (Lost)

                Republican
",243.0,,,,,,,,,,,,,,,,,,,,,
H0OH14084,N00045611,Hillary O'Connor Mueri,F,D,C,OH14,House,['David P Joyce'],['H2OH14064'],Y,Y,W,,,,,,Hillary O'Connor Mueri,USH_OH_HILLARY_O'CONNOR_MUERI.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/HillaryMueri.jpg,"
                Hillary O'Connor Mueri

                (Lost)

                Democratic
",243.0,,,,,,,,,,,,,,,,,,,,,
H0PA11183,N00045612,Sarah Hammond,F,D,C,PA11,House,['Lloyd Smucker'],['H6PA16320'],Y,Y,W,,,,,,Sarah Hammond,USH_PA_SARAH_HAMMOND.jpg,https://static.votesmart.org/static/canphoto/179560.jpg,"
                Sarah Hammond

                (Lost)

                Democratic
",3854.0,,,,,,,,,,,,,,,,,,,,,
H0TX14200,N00045614,Karen Ben-Moyal,F,I,C,TX14,House,"['Randy Weber', 'Adrienne Bell', 'Cyrus Sajna', 'Michael David Sanchez']","['H2TX14149', 'H8TX14120', 'H0TX14234', 'H0TX14242']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KM.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0WI07135,N00045620,Tricia Zunker,F,D,C,WI07,House,['Tom Tiffany'],['H0WI07101'],Y,Y,W,,,,,,Tricia Zunker,USH_WI_TRICIA_ZUNKER.jpg,https://static.votesmart.org/static/canphoto/188017.jpg,"
                Tricia Zunker

                (Lost)

                Democratic
",4893.0,,,,,,,,,,,,,,,,,,,,,
S0VA00153,N00045627,Mary Knapp,F,I,C,VAS2,Senate,"['Mark Warner', 'Alissa Baldwin', 'Thomas Speciale', 'Daniel Gade']","['S6VA00093', 'S0VA00070', 'S0VA00088', 'S0VA00146']",Y,Y,,,,,,,Mary Knapp,USS_VA_MARY_KNAPP.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mary-Knapp.jpg,"
                Mary Knapp

                (Withdrawn)

                Independent
",243.0,,,,,,,,,,,,,,,,,,,,,
H0AL02186,N00045631,John Page,M,L,O,AL02,House,"['Barry Moore', 'Phyllis Harvey-Hall']","['H8AL02171', 'H0AL02202']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JohnPage_AL.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0AZ03461,N00045637,Daniel Wood,M,R,C,AZ03,House,['Raul M Grijalva'],['H2AZ07070'],Y,Y,W,,,,,,Daniel Wood,USH_AZ_DANIEL_WOOD.jpg,https://static.votesmart.org/static/canphoto/190600.jpg,"
                Daniel Wood

                (Lost)

                Republican
",3912.0,,,,,,,,,,,,,,,,,,,,,
H0CA15262,N00045648,Nisha Sharma,F,R,C,CA11,House,['Mark Desaulnier'],['H0CA10073'],Y,Y,W,,,,,,Nisha Sharma,USH_CA_NISHA_SHARMA.jpg,https://static.votesmart.org/static/canphoto/188610.jpg,"
                Nisha Sharma

                (Lost)

                Republican
",4634.0,,,,,,,,,,,,,,,,,,,,,
H0CA25154,N00045651,Christy Smith,F,D,C,CA25,House,['Mike Garcia'],['H0CA25105'],Y,Y,W,Christy,Smith,,,,Christy Smith,USH_CA_CHRISTY_SMITH.jpg,https://static.votesmart.org/static/canphoto/169367.jpg,"
                Christy Smith

                (Lost)

                Democratic
",4544.0,,,,,,,,,,,,,,,,,,,,,
H0CA52083,N00045664,James Debello,M,R,C,CA52,House,['Scott Peters'],['H2CA52089'],Y,Y,W,Jim,Debello,,,,Jim DeBello,USH_CA_JIM_DEBELLO.jpg,https://static.votesmart.org/static/canphoto/188593.jpg,"
                Jim DeBello

                (Lost)

                Republican
",4422.0,,,,,,,,,,,,,,,,,,,,,
H0CO02209,N00045670,Alex Johnson,M,I,C,CO02,House,"['Joseph Neguse', 'Mark Matyi', 'Charles Winn']","['H8CO02160', 'H0CO02191', 'H0CO02225']",Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0FL04157,N00045673,Donna Deegan,F,D,C,FL04,House,"['Gary Koniz', 'John Rutherford']","['H0FL04116', 'H6FL04105']",Y,Y,W,Donna,Deegan,,,,Donna Deegan,USH_FL_DONNA_DEEGAN.jpg,https://static.votesmart.org/static/canphoto/191316.jpg,"
                Donna Deegan

                (Lost)

                Democratic
",4740.0,,,,,,,,,,,,,,,,,,,,,
H0FL07135,N00045674,Richard Goble,M,R,C,FL07,House,"['Stephanie Murphy', 'Leo Valentin', 'Bill Garlington']","['H6FL07140', 'H0FL07143', 'H0FL07192']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Feb202020200PM_80182230_ScreenShot20191202at3.31.22PM.png,,,,,,,,,,,,,,,,,,,,,,,
H0FL07143,N00045675,Leo Valentin,M,R,C,FL07,House,"['Stephanie Murphy', 'Richard Goble', 'Bill Garlington']","['H6FL07140', 'H0FL07135', 'H0FL07192']",Y,Y,,,,,,,Leo Valentin,USH_FL_LEO_VALENTIN.jpg,https://static.votesmart.org/static/canphoto/191323.jpg,"
                Leo Valentin

                (Lost)

                Republican
",3952.0,,,,,,,,,,,,,,,,,,,,,
H0FL17175,N00045680,Theodore Murray,M,I,C,FL17,House,"['Allen Ellison', 'Greg Steube']","['H0FL17159', 'H8FL17053']",Y,Y,,,,,,,Theodore Murray,USH_FL_THEODORE_MURRAY.jpg,https://static.votesmart.org/static/canphoto/191410.jpg,"
                Theodore Murray

                (Lost)

                No Party Affiliation
",3196.0,,,,,,,,,,,,,,,,,,,,,
H0FL19114,N00045681,William Figlesthaler,M,R,O,FL19,House,"['Cindy Lyn Banyai', 'Dane Eagle', 'Byron Donalds', 'Casey Askar', 'Patrick Post']","['H0FL19106', 'H0FL19122', 'H0FL19205', 'H0FL19221', 'H0FL19254']",Y,Y,,William,Figlesthaler,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/WilliamFIglesthaler1.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0FL19122,N00045682,Dane Eagle,M,R,O,FL19,House,"['Cindy Lyn Banyai', 'William Figlesthaler', 'Byron Donalds', 'Casey Askar', 'Patrick Post']","['H0FL19106', 'H0FL19114', 'H0FL19205', 'H0FL19221', 'H0FL19254']",Y,Y,,Dane,Eagle,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dane_Eagle.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0GA12059,N00045695,Liz Johnson,F,D,C,GA12,House,['Richard W Allen'],['H2GA12121'],Y,Y,W,,,,,,Liz Johnson,USH_GA_LIZ_JOHNSON.jpg,https://static.votesmart.org/static/canphoto/122904.jpg,"
                Liz Johnson

                (Lost)

                Democratic
",5405.0,,,,,,,,,,,,,,,,,,,,,
H0ID01295,N00045698,Joseph Evans,M,I,C,ID01,House,"['Russ Fulcher', 'Nicholas Jones', 'Rudy Soto']","['H8ID01124', 'H0ID01303', 'H0ID01311']",Y,Y,,,,,,,Joe Evans,USH_ID_JOE_EVANS.jpg,https://static.votesmart.org/static/canphoto/183086.jpg,"
                Joe Evans

                (Lost)

                Libertarian
",4637.0,,,,,,,,,,,,,,,,,,,,,
H0IL12100,N00045700,Ray Lenzi,M,D,C,IL12,House,"['Mike Bost', 'Brian Boeving']","['H4IL12060', 'H0IL12118']",Y,Y,W,Ray,Lenzi,,,,Ray Lenzi,USH_IL_RAY_LENZI.jpg,https://static.votesmart.org/static/canphoto/187975.jpg,"
                Ray Lenzi

                (Lost)

                Democratic
",3438.0,,,,,,,,,,,,,,,,,,,,,
H0IL15129,N00045703,Mary Miller,F,R,O,IL15,House,['Erika Weaver'],['H0IL15194'],Y,Y,W,Mary,Miller,,,,Mary Miller,USH_IL_MARY_MILLER.jpg,https://static.votesmart.org/static/canphoto/187988.jpg,"
                Mary Miller

                (Won)

                Republican
",4962.0,,,,,,,,,,,,,,,,,,,,,
H0IN03230,N00045713,Chip Coldiron,M,D,C,IN03,House,['Jim Banks'],['H6IN03229'],Y,Y,W,,,,,,Chip Coldiron,USH_IN_CHIP_COLDIRON.jpg,https://static.votesmart.org/static/canphoto/189209.jpg,"
                Chip Coldiron

                (Lost)

                Democratic
",4036.0,,,,,,,,,,,,,,,,,,,,,
H0IN08213,N00045715,Thomasina Marsili,F,D,C,IN08,House,"['Larry Bucshon', 'James Rodenberger']","['H0IN08114', 'H0IN08221']",Y,Y,W,,,,,,Thomasina Marsili,USH_IN_THOMASINA_MARSILI.jpg,https://static.votesmart.org/static/canphoto/178112.jpg,"
                Thomasina Marsili

                (Lost)

                Democratic
",3878.0,,,,,,,,,,,,,,,,,,,,,
H0LA05104,N00045716,Scotty Robinson,M,R,O,LA05,House,"['Cande Christophe', 'John Badger', 'Brody Pierrottie', 'Lance Harris', 'Luke Letlow', 'Martin Lemelle', 'Matthew Hasty', 'Phillip Snowden']","['H0LA05070', 'H0LA01194', 'H0LA05096', 'H0LA05112', 'H0LA05120', 'H0LA05138', 'H0LA05146', 'H0LA05153']",Y,Y,,,,,,,Scotty Robinson,USH_LA_SCOTTY_ROBINSON.jpg,https://static.votesmart.org/static/canphoto/107139.jpg,"
                Scotty Robinson

                (Lost)

                Republican
",4791.0,,,,,,,,,,,,,,,,,,,,,
H0MA04200,N00045718,Dave Cavell,M,D,O,MA04,House,"['David Rosa', 'Herb Robinson', 'Alan Khazei', 'Ihssane Leckey', 'Becky Grossman', 'Jesse Mermell', 'Jake Auchincloss', 'Ben Sigel', 'Tom Shack', 'Nick Matthew', 'Christopher Zannetos', 'Julie Hall', 'Natalia Linos']","['H0MA09027', 'H8MA04047', 'H0MA04176', 'H0MA04143', 'H0MA04168', 'H0MA04184', 'H0MA04192', 'H0MA04218', 'H0MA04226', 'H0MA04234', 'H0MA04242', 'H0MA04259', 'H0MA04267']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dave_Cavell1.png,,,,,,,,,,,,,,,,,,,,,,,
H0MA06130,N00045719,Angus McQuilken,M,D,C,MA06,House,"['Seth Moulton', 'Jamie Zahlaway Belsito', 'Nathaniel Mulcahy', 'Lisa Peterson', 'Matthew Mixon', 'John Paul Moran']","['H4MA06090', 'H0MA06098', 'H0MA06106', 'H0MA06114', 'H0MA06122', 'H0MA06148']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AngusMcQuilken.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0MI08141,N00045727,Paul Junge,M,R,C,MI08,House,"['Elissa Slotkin', 'Mike Detmer', 'Kristina Lyke']","['H8MI08102', 'H0MI08133', 'H0MI08158']",Y,Y,,Paul,Junge,,,,Paul Junge,USH_MI_PAUL_JUNGE.jpg,https://static.votesmart.org/static/canphoto/191628.jpg,"
                Paul Junge

                (Lost)

                Republican
",3630.0,,,,,,,,,,,,,,,,,,,,,
H0MI08158,N00045728,Kristina Lyke,F,R,C,MI08,House,"['Elissa Slotkin', 'Mike Detmer', 'Paul Junge']","['H8MI08102', 'H0MI08133', 'H0MI08141']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KristinaLyke.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0MI10287,N00045730,Lisa McClain,F,R,O,MI10,House,"['Kimberly Bizon', 'Jeffrey Jowske']","['H8MI10108', 'H0MI10261']",Y,Y,W,,,,,,Lisa McClain,USH_MI_LISA_MCCLAIN.jpg,https://static.votesmart.org/static/canphoto/191633.jpg,"
                Lisa McClain

                (Won)

                Republican
",5221.0,,,,,,,,,,,,,,,,,,,,,
H0MI11129,N00045731,Eric Esshaki,M,R,C,MI11,House,"['Kerry Bentivolio', 'Haley Stevens', 'Carmelita Greco']","['H2MI11133', 'H8MI11254', 'H0MI11145']",Y,Y,,Eric,Esshaki,,,,Eric Esshaki,USH_MI_ERIC_ESSHAKI.jpg,https://static.votesmart.org/static/canphoto/191637.jpg,"
                Eric Esshaki

                (Lost)

                Republican
",4598.0,,,,,,,,,,,,,,,,,,,,,
H0MI13463,N00045732,Al Lemmo,M,R,C,MI13,House,"['Stephen Michael Patterson', 'Rashida Tlaib', 'Donald Eason', 'David Dudenhoefer', 'Linda Sawyer']","['H0MI00031', 'H8MI13250', 'H0MI13513', 'H0MI13471', 'H0MI13497']",Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0MI14248,N00045734,Daryle Houston,M,R,C,MI14,House,"['Brenda Lawrence', 'Vance Patrick']","['H2MI14111', 'H0MI14255']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/80182230_fb_img_1568060103739.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0NH01274,N00045742,Kevin Freeman,M,D,C,NH01,House,"['Michael Callis', 'Kevin Rondeau', 'Chris Pappas', 'Jeff Denaro', 'Matt Mowers', 'Matt Mayberry', 'Zachary Dumont', 'William Fowler']","['H6NH01263', 'H0NH01258', 'H8NH01210', 'H8NH01319', 'H0NH01282', 'H0NH01290', 'H0NH01308', 'H0NH01316']",Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0NM01189,N00045745,Michelle Garcia Holmes,F,R,C,NM01,House,['Debra Haaland'],['H8NM01331'],Y,Y,W,,,,,,Michelle Garcia Holmes,USH_NM_MICHELLE_GARCIA_HOLMES.jpg,https://static.votesmart.org/static/canphoto/177985.jpg,"
                Michelle Garcia Holmes

                (Lost)

                Republican
",4051.0,,,,,,,,,,,,,,,,,,,,,
H0NV02209,N00045749,Patricia Ackerman,F,D,C,NV02,House,"['Janine Hansen', 'Mark Amodei', 'Richard Dunn']","['H2NV02205', 'H2NV02395', 'H0NV02225']",Y,Y,W,Patricia,Ackerman,,,,Patricia Ackerman,USH_NV_PATRICIA_ACKERMAN.jpg,https://static.votesmart.org/static/canphoto/181008.jpg,"
                Patricia Ackerman

                (Lost)

                Democratic
",14502.0,,,,,,,,,,,,,,,,,,,,,
H0OH11098,N00045764,Laverne Gore,F,R,C,OH11,House,['Marcia L Fudge'],['H8OH11141'],Y,Y,W,,,,,,LaVerne Gore,USH_OH_LAVERNE_GORE.jpg,https://static.votesmart.org/static/canphoto/189078.jpg,"
                LaVerne Gore

                (Lost)

                Republican
",4080.0,,,,,,,,,,,,,,,,,,,,,
H0OH12179,N00045766,Alaina Shearer,F,D,C,OH12,House,"['Troy Balderson', 'John Stewart', 'John Stewart']","['H8OH12180', 'H0OH12211', 'H0OH12229']",Y,Y,W,Alaina,Shearer,,,,Alaina Shearer,USH_OH_ALAINA_SHEARER.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AlainaShearer2.png,"
                Alaina Shearer

                (Lost)

                Democratic
",243.0,,,,,,,,,,,,,,,,,,,,,
H0OH15149,N00045769,Joel Newby,M,D,C,OH15,House,['Steve Stivers'],['H8OH15076'],Y,Y,W,,,,,,Joel Newby,USH_OH_JOEL_NEWBY.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JoelNewby-min.jpg,"
                Joel Newby

                (Lost)

                Democratic
",243.0,,,,,,,,,,,,,,,,,,,,,
H0OK01147,N00045770,Kojo Asamoa-Caesar,M,D,C,OK01,House,"['Evelyn Rogers', 'Kevin Hern']","['H6OK03165', 'H8OK01157']",Y,Y,W,,,,,,Kojo Asamoa-Caesar,USH_OK_KOJO_ASAMOA-CAESAR.jpg,https://static.votesmart.org/static/canphoto/190774.jpg,"
                Kojo Asamoa-Caesar

                (Lost)

                Democratic
",3186.0,,,,,,,,,,,,,,,,,,,,,
H0OR02127,N00045773,Cliff Bentz,M,R,O,OR02,House,"['Patrick Shane Archer', 'Alex Spenser']","['H0OR02218', 'H0OR02267']",Y,Y,W,,,,,,Cliff Bentz,USH_OR_CLIFF_BENTZ.jpg,https://static.votesmart.org/static/canphoto/102400.jpg,"
                Cliff Bentz

                (Won)

                Republican
",5269.0,1/12/52,https://bentz.house.gov,1239 Longworth House Office Building Washington DC 20515-3702,202-225-6730,,,RepBentz,,,,B000668,,,,,456842.0,,,,,Cliff Bentz
H0PA17115,N00045778,Sean Parnell,M,R,C,PA17,House,['Conor Lamb'],['H8PA18181'],Y,Y,W,Sean,Parnell,,,,Sean Parnell,USH_PA_SEAN_PARNELL.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Sean_Parnell.jpeg,"
                Sean Parnell

                (Lost)

                Republican
",243.0,,,,,,,,,,,,,,,,,,,,,
H0TX13152,N00045790,Gus Trujillo,M,D,O,TX13,House,['Ronny Jackson'],['H0TX13228'],Y,Y,W,,,,,,Gus Trujillo,USH_TX_GUS_TRUJILLO.jpg,https://static.votesmart.org/static/canphoto/188155.jpg,"
                Gus Trujillo

                (Lost)

                Democratic
",4322.0,,,,,,,,,,,,,,,,,,,,,
H0TX15124,N00045793,Monica De La Cruz Hernandez,F,R,C,TX15,House,"['Ross Leone', 'Vicente Gonzalez']","['H8TX28203', 'H6TX15162']",Y,Y,W,,,,,,Monica De La Cruz-Hernandez,USH_TX_MONICA_DE_LA_CRUZ-HERNANDEZ.jpg,https://static.votesmart.org/static/canphoto/188292.jpg,"
                Monica De La Cruz-Hernandez

                (Lost)

                Republican
",4651.0,,,,,,,,,,,,,,,,,,,,,
H0TX36021,N00045810,Brandon Rashad Lewis,M,D,C,TX36,House,['Brian Babin'],['H6TX02079'],Y,Y,W,,,,,,Rashad Lewis,USH_TX_RASHAD_LEWIS.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Rasha_Lewis.jpg,"
                Rashad Lewis

                (Lost)

                Democratic
",243.0,,,,,,,,,,,,,,,,,,,,,
H0UT01163,N00045811,Bob Stevenson,M,R,O,UT01,House,"['Katie Witt', 'Jamie Cheek', 'Kerry Gibson', 'Blake Moore', 'Darren Parry']","['H0UT01130', 'H0UT01148', 'H0UT01171', 'H0UT01205', 'H0UT01213']",Y,Y,,Bob,Stevenson,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/BobStevenson.jpg,,,,,,,,,,,,,,,,,,,,,,,
H0UT04076,N00045812,Burgess Owens,M,R,C,UT04,House,"['Ben McAdams', 'Jonia Broderick', 'John Molnar']","['H8UT04053', 'H0UT04027', 'H0UT04118']",Y,Y,W,Burgess,Owens,,,Burgess,Burgess Owens,USH_UT_BURGESS_OWENS.jpg,https://static.votesmart.org/static/canphoto/191166.jpg,"
                Burgess Owens

                (Won)

                Republican
",4361.0,8/2/51,https://owens.house.gov,1039 Longworth House Office Building Washington DC 20515-4404,202-225-3011,,,RepBurgessOwens,,,,O000086,,,,,456852.0,,Burgess Owens,,,Burgess Owens
S0AR00218,N00045870,Daniel Whitfield,M,I,C,ARS1,Senate,"['Tom Cotton', 'Ricky Dale Harrington Jr']","['S4AR00103', 'S0AR00226']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dan_Whitfield.jpg,,,,,,,,,,,,,,,,,,,,,,,
S0DE00167,N00045872,Mark Turley,M,3,C,DES2,Senate,"['Chris Coons', 'Jessica Scarane', 'Lauren Witzke', 'James DeMartino']","['S0DE00092', 'S0DE00175', 'S0DE00183', 'S0DE00191']",Y,Y,,,,,,,Mark Turley,USS_DE_MARK_TURLEY.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MarkTurley1.png,"
                Mark Turley

                (Lost)

                Independent
",243.0,,,,,,,,,,,,,,,,,,,,,
S0GA00484,N00045874,Tamara Johnson-Shealey,F,D,C,GAS2,Senate,"['Al Bartell', 'Doug Collins', 'Derrick Grayson', 'Matthew Lieberman', 'Wayne Johnson', 'Kelly Loeffler', 'Richard Dien Winfield', 'Raphael Warnock', 'Ed Tarver', 'Deborah Jackson', 'Jamesia James', 'John Fortuin', 'Brian Slowinski', 'Kandiss Taylor']","['S0GA00443', 'S0GA00567', 'S0GA00658', 'S0GA00468', 'S0GA00492', 'S0GA00526', 'S0GA00542', 'S0GA00559', 'S0GA00583', 'S0GA00591', 'S0GA00609', 'S0GA00617', 'S0GA00633', 'S0GA00641']",Y,Y,,,,,,,Tamara Johnson-Shealey,USS_GA_TAMARA_JOHNSON-SHEALEY.jpg,https://static.votesmart.org/static/canphoto/151455.jpg,"
                Tamara Johnson-Shealey

                (Lost)

                Democratic
",4948.0,,,,,,,,,,,,,,,,,,,,,
S0GA00492,N00045875,Wayne Johnson,M,R,C,GAS2,Senate,"['Al Bartell', 'Doug Collins', 'Derrick Grayson', 'Matthew Lieberman', 'Tamara Johnson-Shealey', 'Kelly Loeffler', 'Richard Dien Winfield', 'Raphael Warnock', 'Ed Tarver', 'Deborah Jackson', 'Jamesia James', 'John Fortuin', 'Brian Slowinski', 'Kandiss Taylor']","['S0GA00443', 'S0GA00567', 'S0GA00658', 'S0GA00468', 'S0GA00484', 'S0GA00526', 'S0GA00542', 'S0GA00559', 'S0GA00583', 'S0GA00591', 'S0GA00609', 'S0GA00617', 'S0GA00633', 'S0GA00641']",Y,Y,,,,,,,Wayne Johnson,USS_GA_WAYNE_JOHNSON.jpg,https://static.votesmart.org/static/canphoto/189789.jpg,"
                Wayne Johnson

                (Lost)

                Republican
",3934.0,,,,,,,,,,,,,,,,,,,,,
S0ID00172,N00045877,Natalie Fleming,F,I,C,IDS1,Senate,"['James E Risch', 'Ray J. Writz', 'Jim Vandermaas', 'Paulette Jordan']","['S8ID00092', 'S6ID00104', 'S0ID00164', 'S0ID00180']",Y,Y,,,,,,,Natalie Fleming,USS_ID_NATALIE_FLEMING.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/NatalieFleming.jpg,"
                Natalie Fleming

                (Lost)

                Independent
",243.0,,,,,,,,,,,,,,,,,,,,,
S0KS00323,N00045878,Barbara Bollier,F,D,O,KSS1,Senate,"['Roger Marshall', 'Paul Tuten', 'Jason Buckley']","['S0KS00315', 'S0KS00273', 'S0KS00356']",Y,Y,W,Barbara,Bollier,,,,Barbara Bollier,USS_KS_BARBARA_BOLLIER.jpg,https://static.votesmart.org/static/canphoto/119434.jpg,"
                Barbara Bollier

                (Lost)

                Democratic
",6342.0,,,,,,,,,,,,,,,,,,,,,
S0ME00137,N00045880,Lisa Savage,F,3,C,MES2,Senate,"['Susan Collins', 'Max Linn', 'Danielle Vanhelsing', 'Sara Gideon', 'Tiffany Bond']","['S6ME00159', 'S8ME00163', 'S0ME00079', 'S0ME00111', 'S0ME00160']",Y,Y,,Lisa,Savage,,,,Lisa Savage,USS_ME_LISA_SAVAGE.jpg,https://static.votesmart.org/static/canphoto/193554.jpg,"
                Lisa Savage

                (Lost)

                Independent
",4228.0,,,,,,,,,,,,,,,,,,,,,
S0OK00370,N00045883,Abby Broyles,F,D,C,OKS2,Senate,"['Robert T. Murphy', 'James M Inhofe', 'Joan Farr', 'April Nesbit']","['S6OK04098', 'S4OK00083', 'S0OK00412', 'S0OK00404']",Y,Y,W,Abby,Broyles,,,,Abby Broyles,USS_OK_ABBY_BROYLES.jpg,https://static.votesmart.org/static/canphoto/190769.jpg,"
                Abby Broyles

                (Lost)

                Democratic
",2996.0,,,,,,,,,,,,,,,,,,,,,
S0TX00340,N00045889,Kerry McKennon,M,L,C,TXS1,Senate,"['John Cornyn', 'Rhett Smith', 'MJ Hegar', 'Arjun Srinivasan', 'Cedric D Jefferson', 'James Brumley', 'Tim Smith', 'Ricardo Turullols-Bonilla', 'Luke Warren', 'Kenney Elkomous', 'Raymond Fogg Jr']","['S2TX00106', 'S0TX00241', 'S0TX00233', 'S0TX00373', 'S0TX00399', 'S0TX00407', 'S0TX00415', 'S0TX00423', 'S0TX00449', 'S0TX00464', 'S0TX00472']",Y,Y,,,,,,,Kerry McKennon,USS_TX_KERRY_MCKENNON.jpg,https://static.votesmart.org/static/canphoto/155172.jpg,"
                Kerry McKennon

                (Lost)

                Libertarian
",5311.0,,,,,,,,,,,,,,,,,,,,,
H0IN01150,N00045905,Frank J. Mrvan,M,D,O,IN01,House,"['Mark Leyva', 'Edward Strauss']","['H8IN01096', 'H0IN01275']",Y,Y,W,,,,,,Frank Mrvan,USH_IN_FRANK_MRVAN.jpg,https://static.votesmart.org/static/canphoto/113775.jpg,"
                Frank Mrvan

                (Won)

                Democratic
",3863.0,4/16/69,https://mrvan.house.gov,1607 Longworth House Office Building Washington DC 20515-1401,202-225-2461,,,RepMrvan,,,,M001214,,,,,456821.0,,,,,Frank J. Mrvan
H0MA08045,N00045908,Robbie Goldstein,M,D,C,MA08,House,"['Stephen F Lynch', 'Brianna Wu', 'Mohammad Dar']","['H2MA09072', 'H8MA08170', 'H0MA08037']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/RobbieGoldstein2.png,,,,,,,,,,,,,,,,,,,,,,,
H0NC11175,N00045915,Moe Davis,M,D,O,NC11,House,"['Madison Cawthorn', 'Tamara Zwinak', 'Tracey Debruhl']","['H0NC11233', 'H0NC11274', 'H0NC11282']",Y,Y,W,Moe,Davis,,,,Moe Davis,USH_NC_MOE_DAVIS.jpg,https://static.votesmart.org/static/canphoto/188539.jpg,"
                Moe Davis

                (Lost)

                Democratic
",7946.0,,,,,,,,,,,,,,,,,,,,,
H0OH10116,N00045925,Desiree Tims,F,D,C,OH10,House,['Michael R Turner'],['H2OH03067'],Y,Y,W,Desiree,Tims,,,,Desiree Tims,USH_OH_DESIREE_TIMS.jpg,https://static.votesmart.org/static/canphoto/189073.jpg,"
                Desiree Tims

                (Lost)

                Democratic
",4513.0,,,,,,,,,,,,,,,,,,,,,
