ad_id,sub_bucket,race_of_focus
CR125183178393518080,1,PRES
CR125219737155141632,1,PRES
CR125236229829558272,1,PRES
CR125304124672573440,1,PRES
CR125313195643502592,1,PRES
CR125363773178380288,1,PRES
CR125373393905123328,1,PRES
CR125391810724888576,1,PRES
CR125397858038841344,1,PRES
CR125439364602789888,1,PRES
CR125444862160928768,1,PRES
CR12545084075540480,1,PRES
CR125495439695806464,1,PRES
CR125498463352782848,1,PRES
CR125518804317896704,1,PRES
CR125547116742311936,1,PRES
CR125557012346961920,1,PRES
CR125562509905100800,1,PRES
CR125605115980677120,1,PRES
CR125638101329510400,1,PRES
CR125705996172525568,1,PRES
CR125726337137639424,1,PRES
CR125747227858567168,1,PRES
CR125826117817860096,1,PRES
CR125872572184133632,1,PRES
CR125886865835294720,1,PRES
CR125939642393427968,1,PRES
CR1259421850140672,1,PRES
CR125992693829468160,1,PRES
CR126076806468993024,1,PRES
CR126082853782945792,1,PRES
CR126100171091083264,1,PRES
CR126164767399215104,1,PRES
CR126168615689912320,1,PRES
CR126184008852701184,1,PRES
CR126198302503862272,1,PRES
CR126242008091066368,1,PRES
CR126311552201523200,1,PRES
CR126348935596867584,1,PRES
CR126356907056168960,1,PRES
CR126409408736395264,1,PRES
CR126436071893368832,1,PRES
CR126440744817786880,1,PRES
CR126616116922417152,1,PRES
CR126621339602649088,1,PRES
CR12663556453433344,1,PRES
CR126717546870079488,1,PRES
CR126718096625893376,1,PRES
CR126783242689839104,1,PRES
CR126785441713094656,1,PRES
CR126862682404945920,1,PRES
CR12693793023197184,1,PRES
CR126944596021215232,1,PRES
CR127026784515391488,1,PRES
CR127044376701435904,1,PRES
CR127083409364221952,1,PRES
CR127112821300264960,1,PRES
CR127113096178171904,1,PRES
CR12714133988311040,1,PRES
CR12714408866217984,1,PRES
CR127177967364210688,1,PRES
CR127199957596766208,1,PRES
CR127225796120018944,1,PRES
CR127227720265367552,1,PRES
CR127255482933968896,1,PRES
CR127262629759549440,1,PRES
CR127327226067681280,1,PRES
CR127420684556042240,1,PRES
CR127430580160692224,1,PRES
CR127466589166501888,1,PRES
CR127471536968826880,1,PRES
CR127485555742081024,1,PRES
CR127545754003701760,1,PRES
CR127554550096723968,1,PRES
CR127583412276953088,1,PRES
CR127615572992065536,1,PRES
CR127668074672291840,1,PRES
CR127676321009500160,1,PRES
CR127679069788569600,1,PRES
CR127706832457170944,1,PRES
CR127727723178098688,1,PRES
CR12773782494117888,1,PRES
CR127758509503676416,1,PRES
CR127765931207163904,1,PRES
CR127873958224592896,1,PRES
CR12788076145278976,1,PRES
CR127931407707144192,1,PRES
CR127960544765280256,1,PRES
CR127962194032721920,1,PRES
CR128035586433875968,1,PRES
CR128045756916432896,1,PRES
CR128127945410609152,1,PRES
CR128155433201303552,1,PRES
CR128178522945486848,1,PRES
CR128186494404788224,1,PRES
CR128212607805947904,1,PRES
CR128238996085014528,1,PRES
CR128239820718735360,1,PRES
CR12830132465041408,1,PRES
CR12834255633645568,1,PRES
CR128374236015230976,1,PRES
CR128392652834996224,1,PRES
CR128435808666386432,1,PRES
CR12843876360388608,1,PRES
CR128462196945453056,1,PRES
CR128490509369868288,1,PRES
CR128541086904745984,1,PRES
CR128550982509395968,1,PRES
CR128555380555907072,1,PRES
CR128561977625673728,1,PRES
CR128586441759391744,1,PRES
CR128608706869854208,1,PRES
CR128633171003572224,1,PRES
CR128681824393101312,1,PRES
CR128734326073327616,1,PRES
CR128737074852397056,1,PRES
CR128817064323317760,1,PRES
CR128831632852385792,1,PRES
CR128864343323312128,1,PRES
CR128873139416334336,1,PRES
CR128890181846564864,1,PRES
CR128892930625634304,1,PRES
CR128942958404698112,1,PRES
CR128963299369811968,1,PRES
CR12899951453405184,1,PRES
CR129037241526779904,1,PRES
CR129045762741895168,1,PRES
CR12907373156892672,1,PRES
CR129083970770960384,1,PRES
CR129086444672122880,1,PRES
CR129114207340724224,1,PRES
CR129139496108163072,1,PRES
CR129155439026765824,1,PRES
CR129171656823275520,1,PRES
CR129198045102342144,1,PRES
CR129264565555822592,1,PRES
CR129295077003493376,1,PRES
CR129300024805818368,1,PRES
CR129311019922096128,1,PRES
CR1293506710601728,1,PRES
CR129362422090694656,1,PRES
CR129384137445343232,1,PRES
CR129389085247668224,1,PRES
CR129394582805807104,1,PRES
CR129442961317429248,1,PRES
CR129568305642995712,1,PRES
CR129585622951133184,1,PRES
CR129613110741827584,1,PRES
CR129649394625544192,1,PRES
CR129735981166231552,1,PRES
CR129739829456928768,1,PRES
CR129760995055763456,1,PRES
CR129787383334830080,1,PRES
CR129807724299943936,1,PRES
CR129826141119709184,1,PRES
CR129864074270867456,1,PRES
CR129869571829006336,1,PRES
CR129886614259236864,1,PRES
CR129930869602254848,1,PRES
CR12995608965021696,1,PRES
CR130008110294106112,1,PRES
CR130021029555732480,1,PRES
CR130033673939451904,1,PRES
CR130038896619683840,1,PRES
CR130089199276654592,1,PRES
CR130141975834787840,1,PRES
CR130148572904554496,1,PRES
CR130303329166163968,1,PRES
CR13032167726645248,1,PRES
CR13037390406877184,1,PRES
CR130376721567318016,1,PRES
CR130381119613829120,1,PRES
CR130438294218473472,1,PRES
CR130443516898705408,1,PRES
CR130474852980097024,1,PRES
CR130603770718453760,1,PRES
CR130608443642871808,1,PRES
CR130610092910313472,1,PRES
CR13065977709199360,1,PRES
CR130667542392864768,1,PRES
CR130675238974259200,1,PRES
CR130685959212630016,1,PRES
CR130725541631229952,1,PRES
CR130766773317271552,1,PRES
CR130775294532386816,1,PRES
CR130860506683539456,1,PRES
CR130863255462608896,1,PRES
CR130865454485864448,1,PRES
CR130939121764925440,1,PRES
CR130995471735848960,1,PRES
CR131056769509097472,1,PRES
CR131062267067236352,1,PRES
CR13106659639427072,1,PRES
CR131279970369536000,1,PRES
CR131285467927674880,1,PRES
CR13130848895238144,1,PRES
CR131309107427672064,1,PRES
CR131338244485808128,1,PRES
CR131355836671852544,1,PRES
CR131367931299758080,1,PRES
CR131417134445101056,1,PRES
CR131423456636960768,1,PRES
CR131481455875325952,1,PRES
CR131497948549742592,1,PRES
CR131538355602063360,1,PRES
CR131543165965434880,1,PRES
CR131570241439268864,1,PRES
CR131608174590427136,1,PRES
CR131608999224147968,1,PRES
CR131648031886934016,1,PRES
CR131660676270653440,1,PRES
CR131682666503208960,1,PRES
CR131757708171804672,1,PRES
CR131811859119472640,1,PRES
CR13181426430115840,1,PRES
CR131814333020635136,1,PRES
CR131847043491561472,1,PRES
CR131851991293886464,1,PRES
CR131964416357826560,1,PRES
CR131966065625268224,1,PRES
CR131980634154336256,1,PRES
CR131991354392707072,1,PRES
CR132031211689213952,1,PRES
CR132103779456647168,1,PRES
CR132109826770599936,1,PRES
CR132114774572924928,1,PRES
CR132141987485712384,1,PRES
CR132256336695001088,1,PRES
CR132267881567092736,1,PRES
CR132331103485689856,1,PRES
CR132364638590337024,1,PRES
CR132385254433357824,1,PRES
CR132414941247307776,1,PRES
CR132464144392650752,1,PRES
CR13247397127782400,1,PRES
CR132475964142649344,1,PRES
CR1324842791993344,1,PRES
CR132532314113572864,1,PRES
CR13256742976618496,1,PRES
CR132568597997289472,1,PRES
CR13257292732432384,1,PRES
CR132599384322867200,1,PRES
CR132677724526346240,1,PRES
CR132690094032158720,1,PRES
CR132728302061223936,1,PRES
CR132742320834478080,1,PRES
CR132752216439128064,1,PRES
CR132783002764705792,1,PRES
CR132855845410045952,1,PRES
CR132857219799580672,1,PRES
CR132888830758879232,1,PRES
CR13296875151032320,1,PRES
CR133109557718155264,1,PRES
CR133112306497224704,1,PRES
CR133170305735589888,1,PRES
CR133205215229771776,1,PRES
CR133244797648371712,1,PRES
CR13329585621958656,1,PRES
CR133313242247200768,1,PRES
CR133320663950688256,1,PRES
CR133366843439054848,1,PRES
CR133393781473935360,1,PRES
CR133466898997182464,1,PRES
CR133487789718110208,1,PRES
CR13351026098700288,1,PRES
CR133560907241357312,1,PRES
CR133584546741354496,1,PRES
CR133618631601815552,1,PRES
CR133675256450646016,1,PRES
CR133725284229709824,1,PRES
CR133732980811104256,1,PRES
CR13382911935905792,1,PRES
CR133834135880859648,1,PRES
CR133838533927370752,1,PRES
CR133840732950626304,1,PRES
CR133862448305274880,1,PRES
CR133918798276198400,1,PRES
CR133933366805266432,1,PRES
CR133934191438987264,1,PRES
CR133944361921544192,1,PRES
CR13397205587066880,1,PRES
CR134015830177349632,1,PRES
CR134019953345953792,1,PRES
CR134044142601764864,1,PRES
CR134089222578503680,1,PRES
CR134116435491291136,1,PRES
CR134170586438959104,1,PRES
CR13420845087064064,1,PRES
CR134244253718020096,1,PRES
CR134282736624992256,1,PRES
CR134301428322664448,1,PRES
CR134352005857542144,1,PRES
CR134384991206375424,1,PRES
CR134405057293582336,1,PRES
CR134425948014510080,1,PRES
CR134436943130787840,1,PRES
CR134509510898221056,1,PRES
CR1345458635014144,1,PRES
CR134605993043558400,1,PRES
CR134657670090063872,1,PRES
CR134704949090058240,1,PRES
CR134711546159824896,1,PRES
CR134733536392380416,1,PRES
CR134817099276091392,1,PRES
CR134916330200498176,1,PRES
CR134941893845843968,1,PRES
CR134966907735375872,1,PRES
CR134999893084209152,1,PRES
CR13506606994030592,1,PRES
CR13510180406820864,1,PRES
CR135109019613265920,1,PRES
CR135176639578374144,1,PRES
CR135201378589999104,1,PRES
CR135210999316742144,1,PRES
CR135236288084180992,1,PRES
CR135306656828358656,1,PRES
CR135364106310909952,1,PRES
CR135423205060902912,1,PRES
CR135436399200436224,1,PRES
CR135458939188805632,1,PRES
CR135482853566709760,1,PRES
CR135554871578329088,1,PRES
CR135572463764373504,1,PRES
CR135598027409719296,1,PRES
CR135609022525997056,1,PRES
CR135663173473665024,1,PRES
CR135700007113195520,1,PRES
CR13583572807974912,1,PRES
CR135838545578295296,1,PRES
CR135909189200379904,1,PRES
CR135928705531772928,1,PRES
CR135981207211999232,1,PRES
CR13600615238205440,1,PRES
CR136010619148042240,1,PRES
CR136051575956176896,1,PRES
CR136094182031753216,1,PRES
CR13617932546342912,1,PRES
CR136198360758484992,1,PRES
CR136214303677087744,1,PRES
CR136249762927083520,1,PRES
CR136253061461966848,1,PRES
CR136264056578244608,1,PRES
CR136297041927077888,1,PRES
CR136301714851495936,1,PRES
CR136303364118937600,1,PRES
CR136315458746843136,1,PRES
CR136327278496841728,1,PRES
CR136337998735212544,1,PRES
CR136366311159627776,1,PRES
CR136373732863115264,1,PRES
CR136401770409623552,1,PRES
CR136491380607287296,1,PRES
CR136529863514259456,1,PRES
CR136533436927049728,1,PRES
CR136542782775885824,1,PRES
CR13658614476570624,1,PRES
CR136624971270062080,1,PRES
CR136679122217730048,1,PRES
CR136696164647960576,1,PRES
CR136749216084000768,1,PRES
CR136754438764232704,1,PRES
CR136765708758417408,1,PRES
CR136789073380507648,1,PRES
CR13678955441684480,1,PRES
CR136789623136321536,1,PRES
CR136853669688639488,1,PRES
CR136878408700264448,1,PRES
CR136890228450263040,1,PRES
CR136909469903749120,1,PRES
CR136917991118864384,1,PRES
CR136918540874678272,1,PRES
CR136945478909558784,1,PRES
CR137176651229298688,1,PRES
CR137216233647898624,1,PRES
CR137242072171151360,1,PRES
CR137249218996731904,1,PRES
CR137255816066498560,1,PRES
CR137322061642072064,1,PRES
CR137352573089742848,1,PRES
CR137378961368809472,1,PRES
CR137388582095552512,1,PRES
CR1374045937336320,1,PRES
CR137466922299031552,1,PRES
CR137481490828099584,1,PRES
CR137533167874605056,1,PRES
CR137563679322275840,1,PRES
CR137607934665293824,1,PRES
CR137621128804827136,1,PRES
CR137716511438536704,1,PRES
CR137731079967604736,1,PRES
CR137734653380395008,1,PRES
CR137806946269921280,1,PRES
CR137812168950153216,1,PRES
CR137851476490846208,1,PRES
CR137903703293165568,1,PRES
CR137950157659439104,1,PRES
CR137969124235018240,1,PRES
CR138004308607107072,1,PRES
CR138131027322208256,1,PRES
CR138146695362904064,1,PRES
CR138167586083831808,1,PRES
CR13820242685853696,1,PRES
CR138311622107070464,1,PRES
CR138375118903574528,1,PRES
CR13838659505618944,1,PRES
CR138452359595425792,1,PRES
CR138460331054727168,1,PRES
CR138478472996585472,1,PRES
CR13849104866082816,1,PRES
CR138606840979128320,1,PRES
CR138653570223308800,1,PRES
CR138664290461679616,1,PRES
CR1386965198962688,1,PRES
CR138707996048883712,1,PRES
CR138729436525625344,1,PRES
CR138741806031437824,1,PRES
CR138759398217482240,1,PRES
CR138766270165155840,1,PRES
CR13881265581195264,1,PRES
CR138831416229101568,1,PRES
CR138859178897702912,1,PRES
CR138900685461651456,1,PRES
CR138941642269786112,1,PRES
CR138944665926762496,1,PRES
CR138991120293036032,1,PRES
CR139001290775592960,1,PRES
CR139015034670940160,1,PRES
CR139023281008148480,1,PRES
CR139028503688380416,1,PRES
CR139055441723260928,1,PRES
CR139096398531395584,1,PRES
CR139113303522672640,1,PRES
CR139186558484873216,1,PRES
CR139214321153474560,1,PRES
CR139216245298823168,1,PRES
CR139217344810450944,1,PRES
CR139231638461612032,1,PRES
CR139270946002305024,1,PRES
CR139349561083691008,1,PRES
CR139355883275550720,1,PRES
CR139411683490660352,1,PRES
CR139429275676704768,1,PRES
CR139433123967401984,1,PRES
CR139468308339490816,1,PRES
CR139496620763906048,1,PRES
CR139510089781346304,1,PRES
CR139519985385996288,1,PRES
CR139560392438317056,1,PRES
CR139586230961569792,1,PRES
CR13960155540488192,1,PRES
CR13960980174209024,1,PRES
CR139684362374348800,1,PRES
CR139733290641784832,1,PRES
CR139744285758062592,1,PRES
CR139748134048759808,1,PRES
CR139754731118526464,1,PRES
CR139792389391777792,1,PRES
CR139816578647588864,1,PRES
CR139845440827817984,1,PRES
CR139889971048742912,1,PRES
CR139890520804556800,1,PRES
CR139914710060367872,1,PRES
CR139922131763855360,1,PRES
CR139957041258037248,1,PRES
CR140014765618495488,1,PRES
CR140081560949882880,1,PRES
CR1401258850123776,1,PRES
CR140171995781267456,1,PRES
CR140229170385911808,1,PRES
CR14031348918386688,1,PRES
CR140376230066126848,1,PRES
CR140386950304497664,1,PRES
CR140448248077746176,1,PRES
CR140455394903326720,1,PRES
CR140462816606814208,1,PRES
CR140483432449835008,1,PRES
CR14049765738151936,1,PRES
CR140508171461459968,1,PRES
CR140519991211458560,1,PRES
CR140537583397502976,1,PRES
CR140577440694009856,1,PRES
CR140577715571916800,1,PRES
CR140681069664927744,1,PRES
CR140717353548644352,1,PRES
CR14077253528846336,1,PRES
CR140799542042820608,1,PRES
CR140905095159087104,1,PRES
CR140924611490480128,1,PRES
CR141045832647442432,1,PRES
CR141066723368370176,1,PRES
CR14111613267214336,1,PRES
CR141192342571843584,1,PRES
CR141228351577653248,1,PRES
CR141276730089275392,1,PRES
CR141277829600903168,1,PRES
CR14133878377676800,1,PRES
CR141407571972980736,1,PRES
CR141408671484608512,1,PRES
CR141410870507864064,1,PRES
CR14141300081164288,1,PRES
CR141466945600880640,1,PRES
CR141471343647391744,1,PRES
CR141561503600869376,1,PRES
CR141561778478776320,1,PRES
CR141572498717147136,1,PRES
CR141581294810169344,1,PRES
CR141640118682255360,1,PRES
CR14167138604417024,1,PRES
CR141689046949691392,1,PRES
CR141697293286899712,1,PRES
CR141755292525264896,1,PRES
CR141759415693869056,1,PRES
CR141820988345024512,1,PRES
CR141864419054321664,1,PRES
CR141868817100832768,1,PRES
CR141932863653150720,1,PRES
CR141999933862445056,1,PRES
CR14200398831157248,1,PRES
CR142035667990347776,1,PRES
CR142082397234528256,1,PRES
CR142092567717085184,1,PRES
CR142119505751965696,1,PRES
CR142138747205451776,1,PRES
CR142205817414746112,1,PRES
CR142208016438001664,1,PRES
CR142212414484512768,1,PRES
CR142228082525208576,1,PRES
CR142239902275207168,1,PRES
CR142242376176369664,1,PRES
CR142247873734508544,1,PRES
CR142312470042640384,1,PRES
CR142323465158918144,1,PRES
CR142383938298445824,1,PRES
CR142392734391468032,1,PRES
CR142400980728676352,1,PRES
CR142403729507745792,1,PRES
CR142487292391456768,1,PRES
CR142493889461223424,1,PRES
CR142548040408891392,1,PRES
CR142549964554240000,1,PRES
CR142556561624006656,1,PRES
CR142592020874002432,1,PRES
CR142601916478652416,1,PRES
CR142604940135628800,1,PRES
CR142674484246085632,1,PRES
CR142700047891431424,1,PRES
CR142728910071660544,1,PRES
CR142735507141427200,1,PRES
CR142739355432124416,1,PRES
CR142813847344906240,1,PRES
CR142817420757696512,1,PRES
CR14282037569519616,1,PRES
CR142828140996067328,1,PRES
CR14283961714868224,1,PRES
CR142842159769321472,1,PRES
CR143110440606498816,1,PRES
CR143129682059984896,1,PRES
CR143193178856488960,1,PRES
CR143230287373926400,1,PRES
CR143318523182055424,1,PRES
CR143328968542519296,1,PRES
CR143368001205305344,1,PRES
CR143412256548323328,1,PRES
CR143521108199473152,1,PRES
CR143598623769231360,1,PRES
CR143620064245972992,1,PRES
CR143693456647127040,1,PRES
CR143740735647121408,1,PRES
CR143799834397114368,1,PRES
CR143851786321526784,1,PRES
CR143877349966872576,1,PRES
CR143882847525011456,1,PRES
CR143903188490125312,1,PRES
CR143927102868029440,1,PRES
CR143949093100584960,1,PRES
CR143950742368026624,1,PRES
CR143954315780816896,1,PRES
CR14402983848574976,1,PRES
CR144044475734294528,1,PRES
CR144044613173248000,1,PRES
CR144178066397069312,1,PRES
CR144220397594738688,1,PRES
CR144225620274970624,1,PRES
CR14422775057874944,1,PRES
CR144236340513341440,1,PRES
CR144246510995898368,1,PRES
CR144249809530781696,1,PRES
CR144250634164502528,1,PRES
CR144309732914495488,1,PRES
CR144324576321470464,1,PRES
CR144363059228442624,1,PRES
CR144371305565650944,1,PRES
CR144376528245882880,1,PRES
CR14439542610198528,1,PRES
CR144464489176104960,1,PRES
CR144480981850521600,1,PRES
CR144492801600520192,1,PRES
CR144503796716797952,1,PRES
CR144514791833075712,1,PRES
CR144531284507492352,1,PRES
CR14454660895080448,1,PRES
CR144585160577253376,1,PRES
CR144589558623764480,1,PRES
CR14460433331126272,1,PRES
CR144675320530731008,1,PRES
CR144694012228403200,1,PRES
CR144706106856308736,1,PRES
CR144735793670258688,1,PRES
CR144745689274908672,1,PRES
CR144747613420257280,1,PRES
CR144759708048162816,1,PRES
CR144761357315604480,1,PRES
CR144785271693508608,1,PRES
CR144837498495827968,1,PRES
CR144882028716752896,1,PRES
CR144882853350473728,1,PRES
CR144926284059770880,1,PRES
CR144966416234184704,1,PRES
CR144987032077205504,1,PRES
CR145018368158597120,1,PRES
CR145086263001612288,1,PRES
CR145130518344630272,1,PRES
CR145142612972535808,1,PRES
CR14514584278794240,1,PRES
CR145222052687642624,1,PRES
CR145242118774849536,1,PRES
CR14532726220652544,1,PRES
CR145362790175997952,1,PRES
CR145480987675983872,1,PRES
CR145489234013192192,1,PRES
CR1455134919884800,1,PRES
CR145516446925979648,1,PRES
CR145556304222486528,1,PRES
CR145600009809690624,1,PRES
CR145643165641080832,1,PRES
CR14573683028787200,1,PRES
CR145738548274790400,1,PRES
CR145805068728270848,1,PRES
CR145851797972451328,1,PRES
CR145897427705004032,1,PRES
CR145907048431747072,1,PRES
CR145912271111979008,1,PRES
CR145913645501513728,1,PRES
CR145969720594530304,1,PRES
CR145971644739878912,1,PRES
CR14603369842737152,1,PRES
CR146060155425914880,1,PRES
CR146109908327071744,1,PRES
CR146120353687535616,1,PRES
CR146194020966596608,1,PRES
CR146200892914270208,1,PRES
CR146277583850307584,1,PRES
CR146293801646817280,1,PRES
CR14629483243896832,1,PRES
CR146338881623556096,1,PRES
CR146421619873546240,1,PRES
CR146485116670050304,1,PRES
CR146537893228183552,1,PRES
CR146628053181661184,1,PRES
CR14664117860171776,1,PRES
CR146670109501423616,1,PRES
CR146719587524673536,1,PRES
CR146745700925833216,1,PRES
CR146820742594428928,1,PRES
CR146847130873495552,1,PRES
CR146892210850234368,1,PRES
CR146904580356046848,1,PRES
CR146909528158371840,1,PRES
CR146989792507199488,1,PRES
CR146998588600221696,1,PRES
CR147028275414171648,1,PRES
CR14705349546213376,1,PRES
CR147056587838586880,1,PRES
CR147105516106022912,1,PRES
CR147152245350203392,1,PRES
CR147180282896711680,1,PRES
CR147210794344382464,1,PRES
CR147230860431589376,1,PRES
CR147380943768780800,1,PRES
CR147388915228082176,1,PRES
CR147459283972259840,1,PRES
CR147491994443186176,1,PRES
CR147492269321093120,1,PRES
CR147521681257136128,1,PRES
CR147561538553643008,1,PRES
CR147605244140847104,1,PRES
CR147614040233869312,1,PRES
CR147652798018748416,1,PRES
CR147723441640833024,1,PRES
CR147731138222227456,1,PRES
